Stock Name,Price,Change,Previous Close,Open,Bid,Ask,Day's Range,52 Week Range,Volume,Avg. Volume,Market Cap,Beta,PE Ratio (TTM),EPS,Earnings Date,Forward Dividend & Yield,Ex-Dividend Date,1y Target Est
"Tesla, Inc.",279.1,7.0599976,272.04,272.96,278.87,279.23,267.71 - 279.54,138.8 - 488.54,93248500,85678636,897730740224,2.507,136.81374,2.04,N/A,N/A,N/A,342.3445
